Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
327687,3000,-600,607,2462073,1.460652e+10,1.4078994,9.121418,1.0352615,0.91640431,1.9617444,2615,2.1200428
327688,3000,-400,624,2561671,1.5346239e+10,1.3886974,9.3482447,1.0610058,0.91928834,1.9384086,2615,2.1177568
327689,3000,-200,646,2746759.5,1.698248e+10,1.3705333,9.5986786,1.0894296,0.92241269,1.9139251,2615,2.1136014
327690,3000,0,680,3040362,1.963716e+10,1.3635207,9.8671446,1.1198999,0.92569542,1.8890589,2615,2.099334
327691,3000,200,698,3251138,2.169684e+10,1.3623146,9.9961834,1.1345456,0.92724973,1.8775822,2615,2.0909262
327692,3000,400,688,3270757.8,2.223148e+10,1.3476266,10.009273,1.1360312,0.92740661,1.8764346,2615,2.1027737
327693,3000,600,623,2903755.5,1.968052e+10,1.2971524,9.8248692,1.1151017,0.92518294,1.8928845,2615,2.1607873
327694,3000,800,446,1650136.8,9.4942003e+09,1.1569922,9.2278643,1.047343,0.91776431,1.9506503,2615,2.3339386
327695,3000,1000,258,485331.16,1.0830799e+09,1.5651785,6.3786492,0.72396314,0.87637043,2.3752868,2615,2.2872069
327697,3000,1400,1472,8504475,6.1118079e+10,1.1742877,18.478037,2.0972178,1.0072201,1.4747514,2615,1.8949541
327698,3000,1600,1480,8378883.5,5.984052e+10,1.1688238,18.643288,2.1159735,1.0084807,1.4705433,2615,1.8956218
327699,3000,1800,1490,8275784,5.8740998e+10,1.1628662,18.842436,2.1385763,1.0099889,1.46557,2615,1.8959754
327700,3000,2000,1500,8190816.5,5.7821479e+10,1.156792,19.045883,2.1616673,1.0115181,1.4605968,2615,1.8964212
327701,3000,2200,1509,8119586,5.70346e+10,1.1548591,19.189325,2.1779475,1.0125892,1.4571538,2615,1.8947731
327702,3000,2400,1519,8069688,5.6422998e+10,1.1485994,19.400375,2.2019014,1.0141547,1.4521806,2615,1.8953631
327703,3000,2600,1527,8030173.5,5.5957201e+10,1.1467596,19.532576,2.2169058,1.0151291,1.4491202,2615,1.8939947
327704,3000,2800,1539,8017063.5,5.5646761e+10,1.1438903,19.734289,2.2397997,1.0166068,1.4445294,2615,1.8920344
327705,3000,3000,1551,8034368.5,5.5644561e+10,1.1368545,19.992367,2.2690911,1.0184817,1.4387912,2615,1.8925271
327706,3000,3200,1558,8032098,5.552264e+10,1.1350543,20.115126,2.2830241,1.0193675,1.4361132,2615,1.8914847
327707,3000,3400,1547,7869852,5.3720121e+10,1.139217,19.905594,2.2592425,1.0178533,1.4407039,2615,1.8923494
327708,3000,3600,1554,7903660,5.3952999e+10,1.1374387,20.027287,2.2730546,1.0187341,1.4380261,2615,1.8912903
327709,3000,3800,1560,7952046.5,5.4404559e+10,1.1206585,20.329117,2.3073115,1.0209023,1.4315226,2615,1.8994033
327710,3000,4000,1561,7960065.5,5.4370681e+10,1.1204015,20.347155,2.3093588,1.0210311,1.4311401,2615,1.8992519
327711,3000,4200,1564,8006916,5.4750241e+10,1.119625,20.401463,2.3155227,1.0214186,1.4299923,2615,1.8988023
327712,3000,4400,1570,8095451,5.556308e+10,1.1194631,20.492622,2.3258691,1.0220673,1.4280796,2615,1.8970765
327713,3000,4600,1570,8135165,5.583564e+10,1.1208713,20.474325,2.3237922,1.0219373,1.4284621,2615,1.8962367
327714,3000,4800,1570,8207689.5,5.65608e+10,1.1208713,20.474325,2.3237922,1.0219373,1.4284621,2615,1.8962367
327715,3000,5000,1570,8285508.5,5.7280082e+10,1.1222718,20.45606,2.3217194,1.0218073,1.4288447,2615,1.8954043
327716,3000,5200,1571,8393427,5.8360201e+10,1.1220039,20.474325,2.3237922,1.0219373,1.4284621,2615,1.8952628
327717,3000,5400,1574,8518300,5.9478479e+10,1.1211945,20.529314,2.3300335,1.0223278,1.4273145,2615,1.894843
327718,3000,5600,1575,8649252,6.0790841e+10,1.1223127,20.529314,2.3300335,1.0223278,1.4273145,2615,1.8938836
327719,3000,5800,1575,8787931,6.225084e+10,1.1223127,20.529314,2.3300335,1.0223278,1.4273145,2615,1.8938836
327720,3000,6000,1573,8904845,6.333132e+10,1.1242396,20.474325,2.3237922,1.0219373,1.4284621,2615,1.8933446
327721,3000,6200,1576,9096132,6.5350959e+10,1.1234212,20.529314,2.3300335,1.0223278,1.4273145,2615,1.8929338
327722,3000,6400,1578,9286251,6.7358159e+10,1.122871,20.566137,2.334213,1.0225888,1.4265493,2615,1.8926637
393216,3200,-2000,538,2326250.2,1.392312e+10,1.5683037,8.204381,0.93117976,0.90416837,2.0692425,2615,2.0637467
393217,3200,-1800,541,2264125.8,1.33368e+10,1.569414,8.2161388,0.93251431,0.90433156,2.0677123,2615,2.061657
393218,3200,-1600,547,2231659.5,1.299376e+10,1.5680616,8.2605343,0.93755311,0.90494621,2.061974,2615,2.0584877
393219,3200,-1400,558,2231745.5,1.28492e+10,1.5686799,8.3235006,0.94469959,0.90581375,2.0539403,2615,2.0519133
393220,3200,-1200,569,2238144.8,1.275864e+10,1.5626277,8.4244099,0.95615262,0.90719384,2.041316,2615,2.0475163
393221,3200,-1000,580,2252774,1.273176e+10,1.5610144,8.4993486,0.96465802,0.90821081,2.0321348,2615,2.0419359
393222,3200,-800,596,2306879.8,1.299236e+10,1.5575044,8.6142912,0.97770375,0.90975773,2.0183628,2615,2.0344634
393223,3200,-600,613,2372481.5,1.332324e+10,1.5507317,8.7523832,0.99337685,0.91159588,2.0022953,2615,2.0279875
393224,3200,-400,636,2509225.8,1.430052e+10,1.4218472,9.2278643,1.047343,0.91776431,1.9506503,2615,2.0992508
393225,3200,-200,662,2663891.2,1.538744e+10,1.4065768,9.4953394,1.0777007,0.9211309,1.9238715,2615,2.0906389
393226,3200,0,695,2914157.5,1.7422039e+10,1.3877714,9.8290796,1.1155797,0.92523408,1.892502,2615,2.081187
393227,3200,200,737,3286083.5,2.0689719e+10,1.3837315,10.137597,1.1505957,0.92893612,1.8653405,2615,2.0622866
393228,3200,400,756,3503283.2,2.2696079e+10,1.3811449,10.283069,1.1671065,0.93065286,1.8530988,2615,2.054359
393229,3200,600,739,3508317.8,2.31744e+10,1.3604692,10.287683,1.1676301,0.93070698,1.8527161,2615,2.0719109
393230,3200,800,591,2616776.8,1.678984e+10,1.2677753,9.7455349,1.1060975,0.92421675,1.900153,2615,2.192909
393231,3200,1000,328,1015668.3,5.7301202e+09,0.78997511,9.5666437,1.0857936,0.92201644,1.9169855,2615,2.6469204
393233,3200,1400,1473,8305433.5,5.8427318e+10,1.1740971,18.492939,2.0989091,1.0073342,1.4743688,2615,1.8947527
393234,3200,1600,1484,8181424.5,5.7155678e+10,1.1680334,18.704115,2.1228771,1.0089425,1.469013,2615,1.894837
393235,3200,1800,1498,8083078.5,5.606776e+10,1.1612114,18.967117,2.1527274,1.0109274,1.4625095,2615,1.8944627
393236,3200,2000,1512,8008139.5,5.5180399e+10,1.1541984,19.237621,2.183429,1.0129485,1.4560062,2615,1.8942375
393237,3200,2200,1524,7950827.5,5.4462882e+10,1.1474564,19.48279,2.2112553,1.0147628,1.4502678,2615,1.8945022
393238,3200,2400,1538,7916043.5,5.3915722e+10,1.1441344,19.717321,2.237874,1.0164829,1.444912,2615,1.8921936
393239,3200,2600,1550,7894686.5,5.3541962e+10,1.1411439,19.922888,2.2612054,1.0179787,1.4403213,2615,1.890335
393240,3200,2800,1559,7876324,5.323724e+10,1.1388141,20.079899,2.2790258,1.0191137,1.4368783,2615,1.8890141
393241,3200,3000,1568,7879836,5.317256e+10,1.1324042,20.293137,2.3032279,1.020645,1.4322877,2615,1.8900617
393242,3200,3200,1572,7866746.5,5.3014761e+10,1.1313183,20.365225,2.3114097,1.0211601,1.4307574,2615,1.8895142
393243,3200,3400,1563,7720766,5.1361079e+10,1.1350858,20.185955,2.2910628,1.0198768,1.4345831,2615,1.8899846
393244,3200,3600,1569,7748090,5.1552039e+10,1.1334757,20.293137,2.3032279,1.020645,1.4322877,2615,1.8891491
393245,3200,3800,1572,7779142.5,5.1838919e+10,1.1175135,20.54771,2.3321214,1.0224582,1.4269319,2615,1.8976376
393246,3200,4000,1573,7793431.5,5.1890278e+10,1.1172454,20.566137,2.334213,1.0225888,1.4265493,2615,1.8974954
393247,3200,4200,1577,7852958,5.240424e+10,1.116164,20.640184,2.342617,1.0231129,1.4250191,2615,1.8969346
393248,3200,4400,1580,7926553,5.3132202e+10,1.1167536,20.677406,2.3468416,1.0233759,1.4242541,2615,1.8956817
393249,3200,4600,1579,7971585.5,5.3520921e+10,1.1184318,20.640184,2.342617,1.0231129,1.4250191,2615,1.8949844
393250,3200,4800,1579,8048907.5,5.4298198e+10,1.1184318,20.640184,2.342617,1.0231129,1.4250191,2615,1.8949844
393251,3200,5000,1580,8136384.5,5.5091159e+10,1.1195508,20.640184,2.342617,1.0231129,1.4250191,2615,1.8940241
393252,3200,5200,1583,8259726,5.6240398e+10,1.1187166,20.696068,2.3489597,1.0235076,1.4238715,2615,1.8936253
393253,3200,5400,1582,8362274,5.7231958e+10,1.1189955,20.677406,2.3468416,1.0233759,1.4242541,2615,1.8937573
393254,3200,5600,1583,8499271,5.8627641e+10,1.1201018,20.677406,2.3468416,1.0233759,1.4242541,2615,1.89281
393255,3200,5800,1584,8640713,5.9963802e+10,1.1198212,20.696068,2.3489597,1.0235076,1.4238715,2615,1.8926793
393256,3200,6000,1584,8794387,6.154172e+10,1.1211983,20.677406,2.3468416,1.0233759,1.4242541,2615,1.8918723
393257,3200,6200,1585,8961401,6.3199879e+10,1.1209162,20.696068,2.3489597,1.0235076,1.4238715,2615,1.8917431
393258,3200,6400,1589,9175018,6.5426239e+10,1.1225042,20.733494,2.3532073,1.0237714,1.4231063,2615,1.8896496
458752,3400,-2000,537,2286312.5,1.345268e+10,1.5756016,8.1547813,0.92555028,0.90347797,2.0757461,2615,2.0624595
458753,3400,-1800,542,2235924.2,1.294828e+10,1.5743933,8.1926556,0.92984903,0.90400547,2.0707726,2615,2.0597465
458754,3400,-1600,557,2251480,1.28888e+10,1.578287,8.2605343,0.93755311,0.90494621,2.061974,2615,2.04985
458755,3400,-1400,563,2212429.5,1.24466e+10,1.5768671,8.3054123,0.94264662,0.90556502,2.0562356,2615,2.0467253
458756,3400,-1200,572,2200059.5,1.21998e+10,1.5758064,8.3660135,0.94952476,0.90639669,2.0485845,2615,2.0418494
458757,3400,-1000,586,2219609,1.214276e+10,1.576463,8.4461308,0.95861781,0.9074893,2.0386381,2615,2.0337789
458758,3400,-800,603,2266213.2,1.227784e+10,1.5787313,8.5341434,0.96860713,0.90868074,2.0279264,2615,2.0237529
458759,3400,-600,620,2320021,1.247872e+10,1.5734081,8.6663809,0.98361582,0.91045368,2.0122418,2615,2.0163167
458760,3400,-400,644,2429604.8,1.308332e+10,1.564888,8.8571815,1.0052713,0.9129765,1.9904361,2615,2.0068629
458761,3400,-200,676,2600829.8,1.414292e+10,1.5642536,9.0494251,1.0270905,0.91547781,1.9693955,2615,1.9912308
458762,3400,0,709,2797161.5,1.546872e+10,1.4262899,9.6838026,1.0990909,0.92346084,1.9058913,2615,2.0592797
458763,3400,200,757,3146358.5,1.8176121e+10,1.4071462,10.128641,1.1495793,0.92882985,1.8661056,2615,2.0428891
458764,3400,400,814,3588086,2.1766001e+10,1.4082782,10.509277,1.1927806,0.93328691,1.834736,2615,2.0159192
458765,3400,600,845,3895993.8,2.433116e+10,1.4048967,10.745663,1.2196099,0.93599504,1.8163733,2615,2.0034423
458766,3400,800,809,3831821.8,2.4476799e+10,1.3745862,10.690557,1.2133554,0.9353677,1.8205814,2615,2.0328226
458767,3400,1000,452,1684239.9,9.6215204e+09,0.92173672,10.044347,1.140012,0.92782611,1.8733741,2615,2.4878471
458769,3400,1400,1478,8128915.5,5.5980478e+10,1.1678954,18.628143,2.1142545,1.0083654,1.4709258,2615,1.8967849
458770,3400,1600,1497,8005652.5,5.4613438e+10,1.1653645,18.90457,2.1456285,1.0104573,1.4640398,2615,1.8923709
458771,3400,1800,1519,7931738.5,5.36028e+10,1.1565903,19.302393,2.1907806,1.0134294,1.4544759,2615,1.8907248
458772,3400,2000,1541,7888183,5.28454e+10,1.1473881,19.717321,2.237874,1.0164829,1.444912,2615,1.8894161
458773,3400,2200,1554,7842078.5,5.2196721e+10,1.1401176,19.992367,2.2690911,1.0184817,1.4387912,2615,1.8897402
458774,3400,2400,1564,7797371,5.1632398e+10,1.1374874,20.1682,2.289048,1.0197493,1.4349656,2615,1.8883076
458775,3400,2600,1574,7770045.5,5.1244921e+10,1.1347646,20.347155,2.3093588,1.0210311,1.4311401,2615,1.8869529
458776,3400,2800,1579,7739661,5.0908479e+10,1.1333684,20.437828,2.3196502,1.0216776,1.4292272,2615,1.8863049
458777,3400,3000,1586,7737472,5.083016e+10,1.1274005,20.621622,2.3405104,1.0229816,1.4254017,2615,1.8876966
458778,3400,3200,1588,7722126,5.07078e+10,1.1268259,20.658779,2.3447273,1.0232443,1.4246366,2615,1.8874495
458779,3400,3400,1579,7582954,4.9184961e+10,1.1141986,20.696068,2.3489597,1.0235076,1.4238715,2615,1.897508
458780,3400,3600,1585,7632514,4.9682121e+10,1.1125411,20.808752,2.3617489,1.0243009,1.4215761,2615,1.8966951
458781,3400,3800,1587,7644828.5,4.9720402e+10,1.1133956,20.827652,2.363894,1.0244337,1.4211936,2615,1.895587
458782,3400,4000,1586,7655141.5,4.979712e+10,1.1136765,20.808752,2.3617489,1.0243009,1.4215761,2615,1.8957183
458783,3400,4200,1589,7712286.5,5.0325721e+10,1.1128308,20.865555,2.368196,1.0246997,1.4204285,2615,1.8953269
458784,3400,4400,1587,7742478.5,5.0583159e+10,1.1162006,20.789886,2.3596077,1.0241683,1.4219587,2615,1.893924
458785,3400,4600,1587,7799620.5,5.1097121e+10,1.1162006,20.789886,2.3596077,1.0241683,1.4219587,2615,1.893924
458786,3400,4800,1588,7880725,5.1836199e+10,1.1159174,20.808752,2.3617489,1.0243009,1.4215761,2615,1.8937951
458787,3400,5000,1588,7965721,5.26116e+10,1.1173075,20.789886,2.3596077,1.0241683,1.4219587,2615,1.8929759
458788,3400,5200,1591,8104179.5,5.401908e+10,1.1164509,20.846586,2.3660431,1.0245667,1.4208111,2615,1.8925956
458789,3400,5400,1590,8212803,5.5070319e+10,1.1167374,20.827652,2.363894,1.0244337,1.4211936,2615,1.8927217
458790,3400,5600,1591,8345351,5.632104e+10,1.1178315,20.827652,2.363894,1.0244337,1.4211936,2615,1.8917862
458791,3400,5800,1588,8452658,5.7306681e+10,1.1186898,20.771053,2.3574705,1.0240358,1.4223412,2615,1.8921643
458792,3400,6000,1590,8628398,5.9073839e+10,1.1194921,20.789886,2.3596077,1.0241683,1.4219587,2615,1.8911089
458793,3400,6200,1595,8845818,6.1286879e+10,1.1180446,20.884558,2.3703527,1.024833,1.4200459,2615,1.8904943
458794,3400,6400,1593,9004975,6.292328e+10,1.1213472,20.808752,2.3617489,1.0243009,1.4215761,2615,1.8891592
524288,3600,-2000,539,2280480.2,1.32708e+10,1.5841533,8.1143818,0.92096514,0.90291333,2.0811017,2615,2.059284
524289,3600,-1800,547,2244734.2,1.284552e+10,1.5841652,8.1634903,0.92653877,0.90359944,2.0745983,2615,2.0543969
524290,3600,-1600,557,2226311.8,1.254172e+10,1.5859993,8.2131958,0.93218029,0.90429074,2.068095,2615,2.0479763
524291,3600,-1400,568,2215641.5,1.227236e+10,1.5877023,8.2694712,0.9385674,0.90506965,2.0608263,2615,2.0410838
524292,3600,-1200,586,2245386.8,1.223744e+10,1.5925657,8.3477411,0.94745082,0.90614641,2.05088,2615,2.0295269
524293,3600,-1000,595,2227130,1.190016e+10,1.5924119,8.4028006,0.95370007,0.90689933,2.0439939,2615,2.0244567
524294,3600,-800,608,2235642.5,1.172392e+10,1.5929208,8.477354,0.96216172,0.90791303,2.0348125,2615,2.0170889
524295,3600,-600,628,2293369,1.188264e+10,1.5905305,8.6110563,0.97733659,0.9097144,2.0187452,2615,2.0068955
524296,3600,-400,652,2375345.8,1.218252e+10,1.5878559,8.7691183,0.99527627,0.91181719,2.0003827,2615,1.9951444
524297,3600,-200,683,2507371.5,1.281552e+10,1.5890746,8.9435425,1.0150731,0.91410512,1.9808723,2615,1.979205
524298,3600,0,724,2717467.8,1.401916e+10,1.5824112,9.2241526,1.0469217,0.9177171,1.9510329,2615,1.9617995
524299,3600,200,779,3030482.8,1.604616e+10,1.4417429,10.044347,1.140012,0.92782611,1.8733741,2615,2.0197604
524300,3600,400,856,3527738.8,1.964964e+10,1.4278787,10.660736,1.209971,0.93502718,1.8228768,2615,1.9895971
524301,3600,600,943,4107468,2.3863081e+10,1.4322822,11.224299,1.2739341,0.94134647,1.7815608,2615,1.9514829
524302,3600,800,1011,4558478,2.6931481e+10,1.4248556,11.759612,1.3346909,0.94713575,1.7459831,2615,1.9276762
524303,3600,1000,983,4632776,2.824868e+10,1.3360494,12.223477,1.3873388,0.95199746,1.717674,2615,1.9778472
524305,3600,1400,1511,7992515.5,5.360092e+10,1.161018,19.141272,2.1724937,1.012231,1.4583014,2615,1.8906031
524306,3600,1600,1563,7976389,5.2585161e+10,1.1494299,19.992367,2.2690911,1.0184817,1.4387912,2615,1.8818569
524307,3600,1800,1576,7897677.5,5.1617599e+10,1.1420065,20.275194,2.3011913,1.0205166,1.4326702,2615,1.8822964
524308,3600,2000,1583,7819260,5.0777321e+10,1.1361513,20.45606,2.3217194,1.0218073,1.4288447,2615,1.8835889
524309,3600,2200,1587,7745779,5.0042921e+10,1.1310859,20.5846,2.3363082,1.0227196,1.4261668,2615,1.8853087
524310,3600,2400,1592,7689579.5,4.9455321e+10,1.1296289,20.677406,2.3468416,1.0233759,1.4242541,2615,1.8847117
524311,3600,2600,1597,7650343.5,4.9045639e+10,1.1281486,20.771053,2.3574705,1.0240358,1.4223412,2615,1.8841345
524312,3600,2800,1601,7620108,4.8729002e+10,1.1269474,20.846586,2.3660431,1.0245667,1.4208111,2615,1.8836869
524313,3600,3000,1604,7604591,4.8604959e+10,1.1220946,20.960918,2.3790195,1.0253675,1.4185157,2615,1.8855858
524314,3600,3200,1607,7598418.5,4.8546521e+10,1.1211808,21.018555,2.3855612,1.0257699,1.4173681,2615,1.8852588
524315,3600,3400,1592,7430394.5,4.6871081e+10,1.1269938,20.714764,2.3510816,1.0236394,1.4234889,2615,1.8862067
524316,3600,3600,1598,7487843.5,4.7478161e+10,1.1088352,21.057158,2.3899424,1.0260391,1.4166028,2615,1.8950299
524317,3600,3800,1597,7482135.5,4.7370281e+10,1.1105345,21.018555,2.3855612,1.0257699,1.4173681,2615,1.8943174
524318,3600,4000,1597,7505835,4.757624e+10,1.1105345,21.018555,2.3855612,1.0257699,1.4173681,2615,1.8943174
524319,3600,4200,1601,7584888.5,4.8378241e+10,1.109364,21.0959,2.3943398,1.0263089,1.4158378,2615,1.8938313
524320,3600,4400,1597,7592048,4.837188e+10,1.1133277,20.980095,2.3811963,1.0255015,1.4181331,2615,1.892669
524321,3600,4600,1596,7649678.5,4.89332e+10,1.1136192,20.960918,2.3790195,1.0253675,1.4185157,2615,1.8927909
524322,3600,4800,1599,7756824,4.9959162e+10,1.1127421,21.018555,2.3855612,1.0257699,1.4173681,2615,1.8924273
524323,3600,5000,1597,7830705,5.063628e+10,1.1147126,20.960918,2.3790195,1.0253675,1.4185157,2615,1.8918564
524324,3600,5200,1598,7950720,5.1815322e+10,1.1144196,20.980095,2.3811963,1.0255015,1.4181331,2615,1.8917359
524325,3600,5400,1598,8068673,5.2929159e+10,1.1157961,20.960918,2.3790195,1.0253675,1.4185157,2615,1.8909317
524326,3600,5600,1596,8186637.5,5.4089441e+10,1.1163822,20.922668,2.3746784,1.0250999,1.4192808,2615,1.8911719
524327,3600,5800,1597,8346269.5,5.568084e+10,1.1174591,20.922668,2.3746784,1.0250999,1.4192808,2615,1.890254
524328,3600,6000,1598,8508873,5.72312e+10,1.1171649,20.941774,2.376847,1.0252336,1.4188982,2615,1.8901349
524329,3600,6200,1599,8695801,5.9183161e+10,1.1168698,20.960918,2.3790195,1.0253675,1.4185157,2615,1.8900167
524330,3600,6400,1597,8850715,6.0672762e+10,1.1201752,20.884558,2.3703527,1.024833,1.4200459,2615,1.8886813
589824,3800,-2000,539,2262918.5,1.299304e+10,1.5886627,8.0857697,0.9177177,0.90251219,2.0849273,2615,2.0583756
589825,3800,-1800,545,2209659.5,1.242028e+10,1.5917624,8.1029129,0.91966337,0.9027527,2.0826321,2615,2.054069
589826,3800,-1600,555,2189592.8,1.210136e+10,1.5923699,8.1605854,0.92620903,0.90355891,2.074981,2615,2.0478249
589827,3800,-1400,565,2169895.8,1.176892e+10,1.5932469,8.2161388,0.93251431,0.90433156,2.0677123,2615,2.0416346
589828,3800,-1200,578,2171945.8,1.15742e+10,1.5963198,8.2754402,0.93924481,0.90515202,2.0600612,2615,2.0333216
589829,3800,-1000,592,2182045.8,1.140644e+10,1.6028668,8.317462,0.94401431,0.90573078,2.0547054,2615,2.0238605
589830,3800,-800,615,2238429.2,1.149036e+10,1.6057156,8.4368076,0.95755976,0.90736258,2.0397859,2615,2.010246
589831,3800,-600,631,2262965,1.138512e+10,1.6082764,8.5151291,0.96644908,0.90842414,2.0302219,2615,2.0009012
589832,3800,-400,654,2330790.8,1.154992e+10,1.606452,8.6631069,0.98324418,0.91040999,2.0126243,2615,1.9890503
589833,3800,-200,686,2445760,1.197452e+10,1.6070019,8.8469305,1.0041078,0.91284198,1.9915838,2615,1.9725724
589834,3800,0,727,2619544.8,1.276976e+10,1.6102022,9.0637331,1.0287144,0.91566235,1.9678653,2615,1.9518147
589835,3800,200,782,2871529.8,1.40548e+10,1.6007706,9.444499,1.0719305,0.92049646,1.9288447,2615,1.9294845
589836,3800,400,865,3315353.2,1.67666e+10,1.4566921,10.504463,1.1922343,0.93323129,1.8351187,2615,1.976033
589837,3800,600,994,4074791.2,2.1943439e+10,1.4485127,11.43703,1.2980785,0.94367093,1.7670237,2615,1.9263014
589838,3800,800,1130,4829269.5,2.6685481e+10,1.4436285,12.401971,1.4075973,0.95383215,1.707345,2615,1.8809664
589839,3800,1000,1297,5640040.5,3.1151481e+10,1.4042455,13.990997,1.5879484,0.9693678,1.6270084,2615,1.8454212
589840,3800,1200,1542,7264113,4.4068241e+10,1.1587467,19.582617,2.2225852,1.0154967,1.4479724,2615,1.8827075
589841,3800,1400,1652,8156009,5.2179362e+10,1.1202775,21.694649,2.4622965,1.0304339,1.4043611,2615,1.8737519
589842,3800,1600,1626,7958232,5.070096e+10,1.1304357,21.154284,2.4009662,1.0267148,1.4146901,2615,1.8750087
589843,3800,1800,1620,7833885.5,4.9620161e+10,1.1286759,21.0959,2.3943398,1.0263089,1.4158378,2615,1.8775362
589844,3800,2000,1615,7729114.5,4.8722878e+10,1.126484,21.057158,2.3899424,1.0260391,1.4166028,2615,1.8800801
589845,3800,2200,1614,7644368.5,4.7973679e+10,1.1229395,21.0959,2.3943398,1.0263089,1.4158378,2615,1.8823199
589846,3800,2400,1614,7575708,4.7360922e+10,1.1229395,21.0959,2.3943398,1.0263089,1.4158378,2615,1.8823199
589847,3800,2600,1615,7526333,4.694784e+10,1.1226245,21.115326,2.3965445,1.0264441,1.4154552,2615,1.8822204
589848,3800,2800,1616,7481076,4.6549279e+10,1.1223086,21.134787,2.3987534,1.0265794,1.4150727,2615,1.8821216
589849,3800,3000,1616,7454706,4.6382359e+10,1.1183883,21.193386,2.4054043,1.0269861,1.4139251,2615,1.8843207
589850,3800,3200,1620,7454338.5,4.635564e+10,1.1171227,21.272026,2.4143298,1.0275309,1.4123948,2615,1.8839246
589851,3800,3400,1604,7293585.5,4.4806078e+10,1.1234157,20.941774,2.376847,1.0252336,1.4188982,2615,1.8848368
589852,3800,3600,1611,7359120,4.5472281e+10,1.1049721,21.311565,2.4188173,1.0278043,1.4116297,2615,1.8934968
589853,3800,3800,1608,7341817.5,4.5283521e+10,1.1072798,21.232634,2.4098587,1.0272582,1.41316,2615,1.8930109
589854,3800,4000,1609,7373184.5,4.5544841e+10,1.1069783,21.252312,2.4120922,1.0273944,1.4127773,2615,1.8928968
589855,3800,4200,1610,7432622,4.6190641e+10,1.1066759,21.272026,2.4143298,1.0275309,1.4123948,2615,1.8927835
